isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,missing_description,age_of_book,words_in_description,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780345441034,0345441036,Black House,,Stephen King;Peter Straub,Fiction,http://books.google.com/books/content?id=SdqhE757ll8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A retired Los Angeles homicide detective living in the rural Wisconsin hamlet of Tamarack, Jack Sawyer is called in to assist the local police chief in solving a gruesome series of murders that causes Jack to experience inexplicable waking nightmares and draws him back to the Territories and an encounter with his own hidden past, in the long-awaited sequel to The Talisman. Reprint.",2001.0,4.0,659.0,368.0,0,24.0,63,Black House,"9780345441034 A retired Los Angeles homicide detective living in the rural Wisconsin hamlet of Tamarack, Jack Sawyer is called in to assist the local police chief in solving a gruesome series of murders that causes Jack to experience inexplicable waking nightmares and draws him back to the Territories and an encounter with his own hidden past, in the long-awaited sequel to The Talisman. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.9532504677772522,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345441300,0345441303,My Movie Business,A Memoir,John Irving,Biography & Autobiography,http://books.google.com/books/content?id=l1HoybTXCBMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author of The World According to Garp and Hotel New Hampshire offers a candid portrayal of his thirteen-year effort to turn Cider House Rules into a successful film, and offers a behind-the-scenes look at the filmmaking process. Reprint.",2000.0,3.33,222.0,1098.0,0,25.0,39,My Movie Business: A Memoir,"9780345441300 The author of The World According to Garp and Hotel New Hampshire offers a candid portrayal of his thirteen-year effort to turn Cider House Rules into a successful film, and offers a behind-the-scenes look at the filmmaking process. Reprint.",Nonfiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.36296316981315613,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345441690,0345441699,The Dark Arena,,Mario Puzo,Fiction,http://books.google.com/books/content?id=HeiODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Walter Mosca, a former G.I. and World War II veteran, returns to post-war Germany seeking his fortune but, instead, falls in love with Hella and becomes involved in the dangerous black market. Reissue.",2001.0,3.35,288.0,1515.0,0,24.0,33,The Dark Arena,"9780345441690 Walter Mosca, a former G.I. and World War II veteran, returns to post-war Germany seeking his fortune but, instead, falls in love with Hella and becomes involved in the dangerous black market. Reissue.",Fiction,0.23695312440395355,0.1838911920785904,0.3214138448238373,0.16417236626148224,0.8383764624595642,0.47784993052482605,0.07876548916101456
9780345441706,0345441702,The Sicilian,,Mario Puzo,Fiction,http://books.google.com/books/content?id=yHSODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After his three-year exile in Sicily, Michael Corleone is charged to return to America with Salvatore Giuliano, a young Sicilian bandit whose activities have angered the head of the Sicilian Mafia. Reprint.",2001.0,3.96,416.0,15801.0,0,24.0,32,The Sicilian,"9780345441706 After his three-year exile in Sicily, Michael Corleone is charged to return to America with Salvatore Giuliano, a young Sicilian bandit whose activities have angered the head of the Sicilian Mafia. Reprint.",Fiction,0.9782298803329468,0.10400672256946564,0.05136279761791229,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345442123,0345442121,Time to Be in Earnest,A Fragment of Autobiography,P. D. James,Biography & Autobiography,http://books.google.com/books/content?id=gyP1YTV1AzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Based on the diary she kept for years, a candid, revealing autobiography of mystery writer P. D. James retraces her life from her school days in 1930s Cambridge to her membership in the House of Lords and her success as a writer. Reprint. 40,000 first printing.",2001.0,3.94,306.0,479.0,0,24.0,46,Time to Be in Earnest: A Fragment of Autobiography,"9780345442123 Based on the diary she kept for years, a candid, revealing autobiography of mystery writer P. D. James retraces her life from her school days in 1930s Cambridge to her membership in the House of Lords and her success as a writer. Reprint. 40,000 first printing.",Nonfiction,0.0702870786190033,0.11711641401052475,0.09379298239946365,0.7513126134872437,0.9503573775291443,0.11169015616178513,0.32373636960983276
9780345443281,0345443284,While I was Gone,,Sue Miller,Fiction,http://books.google.com/books/content?id=tn1JWa0K8wkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Having moved on with her life after a friend was brutally murdered, Jo Becker is now married with a grown family, but when an old housemate moves into the neighborhood, Jo rekindles a relationship that takes her back to the past and threatens her future",2000.0,3.68,304.0,55166.0,0,25.0,45,While I was Gone,"9780345443281 Having moved on with her life after a friend was brutally murdered, Jo Becker is now married with a grown family, but when an old housemate moves into the neighborhood, Jo rekindles a relationship that takes her back to the past and threatens her future",Fiction,0.3883202075958252,0.01678009331226349,0.5465294718742371,0.0020850913133472204,0.013218402862548828,0.03126756474375725,0.001799058518372476
9780345443601,0345443608,A Stroke of Midnight,A Novel,Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=W45XYPF-fzEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Heir to the throne of Faerie, Private Investigator Meredith Gentry faces unforeseen enemies and must summon magical powers to battle the evil that threatens to devour her.",2006.0,4.07,385.0,28124.0,0,19.0,27,A Stroke of Midnight: A Novel,"9780345443601 Heir to the throne of Faerie, Private Investigator Meredith Gentry faces unforeseen enemies and must summon magical powers to battle the evil that threatens to devour her.",Fiction,0.06413363665342331,0.10400672256946564,0.9410697221755981,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345444882,0345444884,The Talisman,,Stephen King;Peter Straub,Fiction,http://books.google.com/books/content?id=nUyLhPuSp3sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Twelve-year-old Jack Sawyer braves the mysterious dangers of the Territories, a surreal parallel world, in his cross-country quest through the U.S. for the Talisman, the only hope for his dying mother and for his own survival.",2001.0,4.13,735.0,2229.0,0,24.0,36,The Talisman,"9780345444882 Twelve-year-old Jack Sawyer braves the mysterious dangers of the Territories, a surreal parallel world, in his cross-country quest through the U.S. for the Talisman, the only hope for his dying mother and for his own survival.",Fiction,0.06413363665342331,0.10400672256946564,0.9589272141456604,0.040564414113759995,0.5676681995391846,0.6432700157165527,0.07876548916101456
9780345445780,0345445783,Lights Out,,Peter Abrahams,Fiction,http://books.google.com/books/content?id=4cR0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emerging from a fifteen-year prison sentence for a crime he did not commit, Eddie Nye vows to learn who was really responsible and searches for answers from his Wall Street freebooter brother, his lover Karen, and a young sharpshooter. Reprint.",2002.0,3.66,352.0,207.0,0,23.0,40,Lights Out,"9780345445780 Emerging from a fifteen-year prison sentence for a crime he did not commit, Eddie Nye vows to learn who was really responsible and searches for answers from his Wall Street freebooter brother, his lover Karen, and a young sharpshooter. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.1310112178325653,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345446107,0345446100,Edge of Victory II,Rebirth,Greg Keyes,Fiction,http://books.google.com/books/content?id=9QvTCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As the Yuuzhan Vong search the universe for Jedi to destroy, Han Solo and Leia Organa Solo attempt to reinforce the Jedi resistance, while Anakin and Tahiri jump into hyperspace to evade pursuing New Republic forces who believe them to be murderers.",2001.0,3.77,292.0,6333.0,0,24.0,42,Edge of Victory II: Rebirth,"9780345446107 As the Yuuzhan Vong search the universe for Jedi to destroy, Han Solo and Leia Organa Solo attempt to reinforce the Jedi resistance, while Anakin and Tahiri jump into hyperspace to evade pursuing New Republic forces who believe them to be murderers.",Fiction,0.22005006670951843,0.10400672256946564,0.442184180021286,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345446664,0345446666,Death in Holy Orders,,P. D. James,Fiction,http://books.google.com/books/content?id=WF2X14hnilMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The untimely death of a young priest in training draws Commander Adam Dalgliesh back to East Anglia to investigate at the request of the young man's father, as Dalgliesh finds himself drawn into a complex and violent mystery.",2002.0,3.92,429.0,9511.0,0,23.0,38,Death in Holy Orders,"9780345446664 The untimely death of a young priest in training draws Commander Adam Dalgliesh back to East Anglia to investigate at the request of the young man's father, as Dalgliesh finds himself drawn into a complex and violent mystery.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.040564414113759995,0.5494767427444458,0.9453762769699097,0.07876548916101456
9780345448194,0345448197,Boogaloo on 2nd Avenue,"A Novel of Pastry, Guilt, and Music",Mark Kurlansky,Fiction,http://books.google.com/books/content?id=GuO6QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Captures the lives of the inhabitants of a tight-knit, ethnically diverse neighborhood on the Lower East Side of New York, including Nathan, a claustrophobic married man falling for Karoline, a German pastry maker.",2005.0,3.15,319.0,182.0,0,20.0,33,"Boogaloo on 2nd Avenue: A Novel of Pastry, Guilt, and Music","9780345448194 Captures the lives of the inhabitants of a tight-knit, ethnically diverse neighborhood on the Lower East Side of New York, including Nathan, a claustrophobic married man falling for Karoline, a German pastry maker.",Fiction,0.06413363665342331,0.10400672256946564,0.9473158717155457,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345449009,0345449002,Star Wars,The New Essential Guide to Characters,Daniel Wallace,Fiction,http://books.google.com/books/content?id=HrYGhLXC_mkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A who's who of the popular series provides profiles of the most important characters from the Star Wars movies, books, comics, TV specials, and games, and spotlights individuals from the films of episodes I and II.",2002.0,3.96,224.0,355.0,0,23.0,36,Star Wars: The New Essential Guide to Characters,"9780345449009 A who's who of the popular series provides profiles of the most important characters from the Star Wars movies, books, comics, TV specials, and games, and spotlights individuals from the films of episodes I and II.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.040564414113759995,0.770217776298523,0.11169015616178513,0.18213188648223877
9780345449023,0345449029,Star Wars,The New Essential Guide to Vehicles and Vessels,W. Haden Blackman,Performing Arts,http://books.google.com/books/content?id=cVANAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An ultimate Star Wars fan's guide to the spacecraft and vehicles that put Luke Skywalker and his companions in the driver's seat profiles such ships as the Millennium Falcon, the Tie- and X-Wing fighters, and the Death Stars, and has been updated to include new full-color artwork, as well as entries from The Phantom Menace, Attack of the Clones, and more. Original.",2003.0,4.1,200.0,203.0,0,22.0,62,Star Wars: The New Essential Guide to Vehicles and Vessels,"9780345449023 An ultimate Star Wars fan's guide to the spacecraft and vehicles that put Luke Skywalker and his companions in the driver's seat profiles such ships as the Millennium Falcon, the Tie- and X-Wing fighters, and the Death Stars, and has been updated to include new full-color artwork, as well as entries from The Phantom Menace, Attack of the Clones, and more. Original.",Nonfiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.04106372594833374,0.9368456602096558,0.11169015616178513,0.07876548916101456
9780345450395,0345450396,Flinx's Folly,,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=orfvplMu83wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Enlisted to take part in a battle against a horrifying extra-galactic threat, Flinx and his mini-drag protector Pip find themselves journeying into the heart of danger as he prepares to take on a force of pure evil and into the arms of the only woman he has every loved. Reprint.",2004.0,3.94,288.0,1729.0,0,21.0,50,Flinx's Folly,"9780345450395 Enlisted to take part in a battle against a horrifying extra-galactic threat, Flinx and his mini-drag protector Pip find themselves journeying into the heart of danger as he prepares to take on a force of pure evil and into the arms of the only woman he has every loved. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.9878959655761719,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345450692,0345450698,Clay's Quilt,A Novel,Silas House,Fiction,http://books.google.com/books/content?id=Tcgduqd7Nk4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Clay Sizemore, a coal miner in love, searches his family history for clues about who he is, uncovering a dramatic story woven into the fabric of his uncle's quilts.",2001.0,3.95,320.0,2588.0,0,24.0,29,Clay's Quilt: A Novel,"9780345450692 Clay Sizemore, a coal miner in love, searches his family history for clues about who he is, uncovering a dramatic story woven into the fabric of his uncle's quilts.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.040564414113759995,0.8523306846618652,0.11169015616178513,0.08079445362091064
9780345452511,0345452518,Sunstorm,,Arthur Charles Clarke;Stephen Baxter,Fiction,http://books.google.com/books/content?id=Wzg9BEEnIV8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A woman stumbles upon a mysterious portal that links back to the Firstborn, omnipotent beings responsible for the upheaval of history and the creators of the notorious black monolith of ""2001: A Space Odyssey.""",2006.0,3.83,356.0,3894.0,0,19.0,34,Sunstorm,"9780345452511 A woman stumbles upon a mysterious portal that links back to the Firstborn, omnipotent beings responsible for the upheaval of history and the creators of the notorious black monolith of ""2001: A Space Odyssey.""",Fiction,0.02397250384092331,0.05946081504225731,0.4928992986679077,0.010379648767411709,0.8477741479873657,0.030455313622951508,0.22437332570552826
9780345453747,0345453743,The Ultimate Hitchhiker's Guide to the Galaxy,,Douglas Adams,Fiction,http://books.google.com/books/content?id=4m0Qj9xKksYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this collection of novels, Arthur Dent is introduced to the galaxy at large when he is rescued by an alien friend seconds before Earth's destruction, and embarks on a series of amazing adventures with his new companion.",2002.0,4.38,815.0,240189.0,0,23.0,38,The Ultimate Hitchhiker's Guide to the Galaxy,"9780345453747 In this collection of novels, Arthur Dent is introduced to the galaxy at large when he is rescued by an alien friend seconds before Earth's destruction, and embarks on a series of amazing adventures with his new companion.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.5229765772819519,0.5494767427444458,0.11169015616178513,0.1005939170718193
9780345453860,0345453867,Shadow Dance,A Novel,Julie Garwood,Fiction,http://books.google.com/books/content?id=KXqrAfghW9wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Moving between the glamorous cosmopolitan world of Boston and small-town Texas, a sizzling romance follows the evolution of the tumultuous relationship between Jordan Buchanan and Noah Clayborne. 300,000 first printing.",2007.0,4.0,336.0,10943.0,0,18.0,30,Shadow Dance: A Novel,"9780345453860 Moving between the glamorous cosmopolitan world of Boston and small-town Texas, a sizzling romance follows the evolution of the tumultuous relationship between Jordan Buchanan and Noah Clayborne. 300,000 first printing.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.32600313425064087,0.6749390363693237,0.25815317034721375,0.26767104864120483
9780345455826,0345455827,1968,The Year That Rocked The World,Mark Kurlansky,History,http://books.google.com/books/content?id=PgoWNH22yTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides a detailed look at 1968, a pivotal year in the history of the twentieth century, exploring the turbulent events, politics, culture, economics, and social changes that marked a volatile year.",2005.0,3.78,480.0,1933.0,0,20.0,31,1968: The Year That Rocked The World,"9780345455826 Provides a detailed look at 1968, a pivotal year in the history of the twentieth century, exploring the turbulent events, politics, culture, economics, and social changes that marked a volatile year.",Nonfiction,0.06413363665342331,0.10400672256946564,0.7360514998435974,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345455918,0345455916,The Probable Future,,Alice Hoffman,Fiction,http://books.google.com/books/content?id=XqaQeq_q-Y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Struggling to cope with her unwanted ability to see the future, Stella must confront her legacy when her father is jailed, wrongly accused of homicide, and Stella joins forces with her grandmother and mother to uncover the truth.",2004.0,3.83,352.0,11612.0,0,21.0,38,The Probable Future,"9780345455918 Struggling to cope with her unwanted ability to see the future, Stella must confront her legacy when her father is jailed, wrongly accused of homicide, and Stella joins forces with her grandmother and mother to uncover the truth.",Fiction,0.12991319596767426,0.10400672256946564,0.18737325072288513,0.040564414113759995,0.5494767427444458,0.6506716012954712,0.07876548916101456
9780345457370,0345457374,The Bonesetter's Daughter,,Amy Tan,Fiction,http://books.google.com/books/content?id=TQW3ngISY98C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Struggling to regain her voice and express her true feelings to her husband, ghostwriter Ruth Young discovers that her inability to speak closely parallels the story of her mother LuLing's early life in China.",2003.0,3.98,368.0,105432.0,0,22.0,34,The Bonesetter's Daughter,"9780345457370 Struggling to regain her voice and express her true feelings to her husband, ghostwriter Ruth Young discovers that her inability to speak closely parallels the story of her mother LuLing's early life in China.",Fiction,0.06413363665342331,0.10400672256946564,0.7424665093421936,0.040564414113759995,0.5494767427444458,0.15572257339954376,0.07876548916101456
9780345457691,0345457692,Altered Carbon,,Richard K. Morgan,Fiction,http://books.google.com/books/content?id=xXp3MCvqeNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a twenty-fifth-century world in which death is nearly obsolete, thanks to a technology that allows a person's consciousness to be downloaded into a new body, former U.N. envoy Takeshi Kovacs, re-sleeved into a new body after a brutal death, finds himself caught in the middle of a deadly far-reaching conspiracy that could have horrifying repercussions. Reprint.",2006.0,4.06,526.0,52810.0,0,19.0,57,Altered Carbon,"9780345457691 In a twenty-fifth-century world in which death is nearly obsolete, thanks to a technology that allows a person's consciousness to be downloaded into a new body, former U.N. envoy Takeshi Kovacs, re-sleeved into a new body after a brutal death, finds himself caught in the middle of a deadly far-reaching conspiracy that could have horrifying repercussions. Reprint.",Fiction,0.06413363665342331,0.2752779424190521,0.9343100190162659,0.040564414113759995,0.9503573775291443,0.11310839653015137,0.1021965742111206
9780345457745,0345457749,Market Forces,,Richard K. Morgan,Fiction,http://books.google.com/books/content?id=33BlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chris Faulkner, a wealthy commondities trader, uses his talent for instigating and taking advantage of revolutions and wars of liberation around the world in order to sell arms, intelligence, and power, but his growing riches come at a terrible cost. By the author of Altered Carbon. Original. 24,000 first printing.",2005.0,3.59,464.0,5398.0,0,20.0,50,Market Forces,"9780345457745 Chris Faulkner, a wealthy commondities trader, uses his talent for instigating and taking advantage of revolutions and wars of liberation around the world in order to sell arms, intelligence, and power, but his growing riches come at a terrible cost. By the author of Altered Carbon. Original. 24,000 first printing.",Fiction,0.06413363665342331,0.158111572265625,0.7982889413833618,0.040564414113759995,0.9368456602096558,0.11169015616178513,0.39831578731536865
9780345458568,0345458567,Tales Before Tolkien,The Roots of Modern Fantasy,Douglas A. Anderson,Fiction,http://books.google.com/books/content?id=L0zZ-5RVXuQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of twenty-two classic fantasy tales notes their connection to Tolkien's early works and includes such pieces as George Macdonald's ""The Golden Key,"" Andrew Lang's ""The Story of Sigurd,"" and E. A. Wyke-Smith's ""The Marvelous Land of Snergs."" Reprint.",2005.0,3.94,528.0,1119.0,0,20.0,40,Tales Before Tolkien: The Roots of Modern Fantasy,"9780345458568 A collection of twenty-two classic fantasy tales notes their connection to Tolkien's early works and includes such pieces as George Macdonald's ""The Golden Key,"" Andrew Lang's ""The Story of Sigurd,"" and E. A. Wyke-Smith's ""The Marvelous Land of Snergs."" Reprint.",Fiction,0.12794272601604462,0.10512471199035645,0.17506316304206848,0.17235088348388672,0.9488774538040161,0.1337909996509552,0.14252275228500366
9780345458940,034545894X,Body Double,,tess girritsen,Fiction,http://books.google.com/books/content?id=VALRU9UDX3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Returning from Paris to discover a murder victim in her driveway, Boston medical examiner Maura Isles is shocked to discover that the victim looks exactly like her and is a twin sister she never knew, a situation that prompts the doctor to investigate her true identity and come to terms with a convict biological mother. Reprint.",2005.0,4.18,432.0,34772.0,0,20.0,56,Body Double,"9780345458940 Returning from Paris to discover a murder victim in her driveway, Boston medical examiner Maura Isles is shocked to discover that the victim looks exactly like her and is a twin sister she never knew, a situation that prompts the doctor to investigate her true identity and come to terms with a convict biological mother. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.9283844232559204
9780345461278,0345461274,Lost and Found,,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=y54fLJRHzHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Kidnapped by a starship bound for deep space, Marcus Walker learns that he is to be sold to a wealthy collector as a native from a primitive planet and befriends a talking dog named George, who becomes an ally in their plan to escape.",2005.0,3.68,256.0,702.0,0,20.0,44,Lost and Found,"9780345461278 Kidnapped by a starship bound for deep space, Marcus Walker learns that he is to be sold to a wealthy collector as a native from a primitive planet and befriends a talking dog named George, who becomes an ally in their plan to escape.",Fiction,0.30476778745651245,0.11767954379320145,0.08153373748064041,0.040564414113759995,0.5494767427444458,0.30064788460731506,0.07876548916101456
9780345461308,0345461304,The Light-Years Beneath My Feet,,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=EK1l81IRwmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Kidnapped by aliens to be sold as a pet in a distant part of the galaxy, young Chicago commodities broker Marcus Walker and his companion, George, a speech-enhanced dog, have managed to outwit their abductors, only to find themselves stranded billions of miles from Earth, with no way home. Reprint.",2006.0,3.73,232.0,445.0,0,19.0,50,The Light-Years Beneath My Feet,"9780345461308 Kidnapped by aliens to be sold as a pet in a distant part of the galaxy, young Chicago commodities broker Marcus Walker and his companion, George, a speech-enhanced dog, have managed to outwit their abductors, only to find themselves stranded billions of miles from Earth, with no way home. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.05136279761791229,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.1981557458639145
9780345461360,0345461363,To The Last Man,A Novel Of The First World War,Jeff Shaara,Fiction,http://books.google.com/books/content?id=YLTBBV6s5zQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the spring of 1918, when a neutral America is goaded into World War I, the world waits to see if the tide of war can be turned with the renewed spirit and strength of the untested American Expeditionary Force, lead by General John ""Blackjack"" Pershing. Reprint. 100,000 first printing.",2005.0,4.22,636.0,4656.0,0,20.0,50,To The Last Man: A Novel Of The First World War,"9780345461360 In the spring of 1918, when a neutral America is goaded into World War I, the world waits to see if the tide of war can be turned with the renewed spirit and strength of the untested American Expeditionary Force, lead by General John ""Blackjack"" Pershing. Reprint. 100,000 first printing.",Fiction,0.06413363665342331,0.10400672256946564,0.12420183420181274,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.3123838007450104
9780345461582,0345461584,Sliding Scales,,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=_RpV9GqY6jMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A supposed vacation for Phillip ""Flinx"" Lynx, a young man with uncanny talents, and his mini-dragon protector, Pip, turns deadly when his supposed time of relaxation, reflection, and rest from his last dangerous adventure is turned upside down by all-new trouble. Reprint.",2005.0,3.87,257.0,1149.0,0,20.0,42,Sliding Scales,"9780345461582 A supposed vacation for Phillip ""Flinx"" Lynx, a young man with uncanny talents, and his mini-dragon protector, Pip, turns deadly when his supposed time of relaxation, reflection, and rest from his last dangerous adventure is turned upside down by all-new trouble. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.8994671702384949,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345461612,0345461614,Running from the Deity,,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=9mnzmJ3Ksn0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a Great Darkness threatens to engulf the entire universe, Flinx and his mini-drag companion Pip may finally get the chance to face down the ultimate evil. Reprint.",2006.0,3.8,280.0,1025.0,0,19.0,28,Running from the Deity,"9780345461612 As a Great Darkness threatens to engulf the entire universe, Flinx and his mini-drag companion Pip may finally get the chance to face down the ultimate evil. Reprint.",Fiction,0.06413363665342331,0.10400672256946564,0.875508725643158,0.040564414113759995,0.9503573775291443,0.11169015616178513,0.07876548916101456
9780345461674,0345461673,Judas Unchained,,Peter F. Hamilton,Fiction,http://books.google.com/books/content?id=eHMVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The factions in the embattled Commonwealth must come together to battle not only the predatory alien species, the Prime, but also the Starflyer, a mysterious and undetectable alien with irresistible mind-control abilities.",2007.0,4.31,1008.0,707.0,0,18.0,32,Judas Unchained,"9780345461674 The factions in the embattled Commonwealth must come together to battle not only the predatory alien species, the Prime, but also the Starflyer, a mysterious and undetectable alien with irresistible mind-control abilities.",Fiction,0.06413363665342331,0.10400672256946564,0.28519365191459656,0.040564414113759995,0.6202694773674011,0.11169015616178513,0.07876548916101456
9780345463050,0345463056,The Swarm War,,Troy Denning,Fiction,http://books.google.com/books/content?id=9fPocwhm3NAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With a war between the Killiks and Chiss threatening to engulf the entire galaxy, Luke Skywalker makes a desperate attempt to prevent war by venturing deep into hostile territory to undermine the war-making capabilities of all the combatants.",2006.0,3.49,357.0,3756.0,0,19.0,38,The Swarm War,"9780345463050 With a war between the Killiks and Chiss threatening to engulf the entire galaxy, Luke Skywalker makes a desperate attempt to prevent war by venturing deep into hostile territory to undermine the war-making capabilities of all the combatants.",Fiction,0.06413363665342331,0.10400672256946564,0.9263678193092346,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345463098,0345463099,Yoda,Dark Rendezvous,Sean Stewart,Fiction,http://books.google.com/books/content?id=rdgi7mqaOz0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As the Clone Wars rage on, Yoda receives a message that his adversary and former pupil wants to meet secretly to discuss peace on the evil planet Vjun and he must decide whether to trust Dooku or risk losing the war.",2004.0,3.88,329.0,3889.0,0,21.0,41,Yoda: Dark Rendezvous,"9780345463098 As the Clone Wars rage on, Yoda receives a message that his adversary and former pupil wants to meet secretly to discuss peace on the evil planet Vjun and he must decide whether to trust Dooku or risk losing the war.",Fiction,0.8571474552154541,0.10400672256946564,0.05854013189673424,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345463159,0345463153,The Fourth Hand,,John Irving,Fiction,http://books.google.com/books/content?id=oeD1ApzuFM4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a New York journalist suffers a horrible accident--his left hand eaten by a lion while reporting on a story from India--witnessed by millions on television, viewers rally to help him.",2003.0,3.31,368.0,24758.0,0,22.0,31,The Fourth Hand,"9780345463159 When a New York journalist suffers a horrible accident--his left hand eaten by a lion while reporting on a story from India--witnessed by millions on television, viewers rally to help him.",Fiction,0.06413363665342331,0.10400672256946564,0.9836065769195557,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
9780345464019,034546401X,Saving Fish from Drowning,,Amy Tan,Fiction,http://books.google.com/books/content?id=jZbHwEPpwFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On an ill-fated art expedition, eleven Americans find themselves deep in the Burmese jungle, where they encounter a tribe awaiting a leader and the mystical book of wisdom that will protect them from the Myanmar military regime.",2006.0,3.43,472.0,26172.0,0,19.0,37,Saving Fish from Drowning,"9780345464019 On an ill-fated art expedition, eleven Americans find themselves deep in the Burmese jungle, where they encounter a tribe awaiting a leader and the mystical book of wisdom that will protect them from the Myanmar military regime.",Fiction,0.06413363665342331,0.18709370493888855,0.6811453104019165,0.040564414113759995,0.5494767427444458,0.11169015616178513,0.07876548916101456
